period_id,project_id,baseline_budget,current_budget,actual_cost,committed_cost,forecast_cost,planned_cost_to_date,earned_value,budget_variance,budget_variance_pct,cost_variance,cpi,forecast_variance,burn_rate,remaining_budget
202504,11,6200000,6200000,0,2306000,5853000,0,0,347000,5.6,0,1.0,347000,0,6200000
202505,11,6200000,6200000,0,2132000,5853000,0,0,347000,5.6,0,1.0,347000,0,6200000
202506,11,6200000,6200000,0,2427000,5853000,0,0,347000,5.6,0,1.0,347000,0,6200000
202507,11,6200000,6200000,0,3028000,5853000,0,0,347000,5.6,0,1.0,347000,0,6200000
202508,11,6200000,6200000,0,1674000,5853000,0,0,347000,5.6,0,1.0,347000,0,6200000
202509,11,6200000,6200000,220000,2905000,5853000,225000,223000,347000,5.6,2000,1.011,347000,24000,5980000
202510,11,6200000,6200000,453000,1971000,5853000,474000,465000,347000,5.6,12000,1.026,347000,45000,5747000
202511,11,6200000,6200000,656000,1969000,5853000,715000,699000,347000,5.6,43000,1.066,347000,60000,5544000
202512,11,6200000,6200000,890000,2653000,5853000,964000,914000,347000,5.6,25000,1.028,347000,74000,5310000
202601,11,6200000,6200000,1222000,2526000,5853000,1213000,1195000,347000,5.6,-27000,0.978,347000,94000,4978000
202602,11,6200000,6200000,1355000,2013000,5853000,1438000,1372000,347000,5.6,16000,1.012,347000,97000,4845000
202603,11,6200000,6200000,1496000,2381000,5853000,1687000,1585000,347000,5.6,89000,1.059,347000,100000,4704000
202604,11,6200000,6200000,1862000,1683000,5853000,1927000,1868000,347000,5.6,6000,1.003,347000,116000,4338000
202605,11,6200000,6200000,2014000,1795000,5853000,2176000,2135000,347000,5.6,121000,1.06,347000,118000,4186000
202606,11,6200000,6200000,2229000,1175000,5853000,2417000,2373000,347000,5.6,143000,1.064,347000,124000,3971000
202607,11,6200000,6200000,2601000,927000,5853000,2666000,2603000,347000,5.6,2000,1.001,347000,137000,3599000
202608,11,6200000,6200000,2602000,1788000,5853000,2915000,2749000,347000,5.6,147000,1.056,347000,130000,3598000
202609,11,6200000,6200000,3022000,1540000,5853000,3156000,2979000,347000,5.6,-43000,0.986,347000,144000,3178000
202610,11,6200000,6200000,3327000,849000,5853000,3405000,3358000,347000,5.6,30000,1.009,347000,151000,2873000
202611,11,6200000,6200000,3710000,550000,5853000,3646000,3601000,347000,5.6,-109000,0.971,347000,161000,2490000
202612,11,6200000,6200000,3827000,1113000,5853000,3895000,3719000,347000,5.6,-108000,0.972,347000,159000,2373000
202501,12,2733000,2733000,1436000,631000,2782000,1472000,1500000,-49000,-1.78,64000,1.045,-49000,1436000,1297000
202502,12,2733000,2733000,1563000,574000,2782000,1628000,1631000,-49000,-1.78,68000,1.043,-49000,782000,1170000
202503,12,2733000,2733000,1803000,489000,2782000,1800000,1832000,-49000,-1.78,28000,1.016,-49000,601000,930000
202504,12,2733000,2733000,1881000,432000,2782000,1966000,2011000,-49000,-1.78,131000,1.07,-49000,470000,852000
202505,12,2733000,2733000,2098000,358000,2782000,2139000,2202000,-49000,-1.78,104000,1.049,-49000,420000,635000
202506,12,2733000,2733000,2371000,145000,2782000,2305000,2334000,-49000,-1.78,-37000,0.984,-49000,395000,362000
202507,12,2733000,2733000,2520000,74000,2782000,2477000,2556000,-49000,-1.78,36000,1.014,-49000,360000,213000
202508,12,2733000,2733000,2753000,15000,2782000,2650000,2720000,-49000,-1.78,-33000,0.988,-49000,344000,-20000
202509,12,2733000,2733000,2825000,0,2825000,2733000,2838000,-92000,-3.35,13000,1.005,-92000,314000,-92000
202510,12,2733000,2733000,2783000,0,2783000,2733000,2724000,-50000,-1.84,-60000,0.978,-50000,278000,-50000
202511,12,2733000,2733000,2693000,25000,2782000,2733000,2838000,-49000,-1.78,145000,1.054,-49000,245000,40000
202512,12,2733000,2733000,2663000,38000,2782000,2733000,2838000,-49000,-1.78,175000,1.066,-49000,222000,70000
202601,12,2733000,2733000,2713000,32000,2782000,2733000,2723000,-49000,-1.78,10000,1.004,-49000,209000,20000
202602,12,2733000,2733000,2807000,0,2807000,2733000,2787000,-74000,-2.72,-20000,0.993,-74000,201000,-74000
202603,12,2733000,2733000,2777000,2000,2782000,2733000,2747000,-49000,-1.78,-30000,0.989,-49000,185000,-44000
202604,12,2733000,2733000,2680000,32000,2782000,2733000,2780000,-49000,-1.78,101000,1.038,-49000,167000,53000
202605,12,2733000,2733000,2713000,24000,2782000,2733000,2829000,-49000,-1.78,116000,1.043,-49000,160000,20000
202606,12,2733000,2733000,2579000,110000,2782000,2733000,2737000,-49000,-1.78,157000,1.061,-49000,143000,154000
202607,12,2733000,2733000,2686000,41000,2782000,2733000,2721000,-49000,-1.78,36000,1.013,-49000,141000,47000
202608,12,2733000,2733000,2670000,46000,2782000,2733000,2844000,-49000,-1.78,174000,1.065,-49000,133000,63000
202609,12,2733000,2733000,2778000,2000,2782000,2733000,2780000,-49000,-1.78,1000,1.0,-49000,132000,-45000
202610,12,2733000,2733000,2746000,16000,2782000,2733000,2721000,-49000,-1.78,-25000,0.991,-49000,125000,-13000
202611,12,2733000,2733000,2588000,67000,2782000,2733000,2737000,-49000,-1.78,149000,1.058,-49000,113000,145000
202612,12,2733000,2733000,2796000,0,2796000,2733000,2839000,-63000,-2.29,43000,1.015,-63000,116000,-63000
202501,13,1771000,1771000,195000,459000,1692000,205000,203000,79000,4.48,9000,1.045,79000,195000,1576000
202502,13,1771000,1771000,258000,462000,1692000,258000,265000,79000,4.48,7000,1.028,79000,129000,1513000
202503,13,1771000,1771000,306000,448000,1692000,318000,324000,79000,4.48,18000,1.06,79000,102000,1465000
202504,13,1771000,1771000,393000,681000,1692000,375000,387000,79000,4.48,-7000,0.983,79000,98000,1378000
202505,13,1771000,1771000,438000,447000,1692000,435000,437000,79000,4.48,-1000,0.998,79000,88000,1333000
202506,13,1771000,1771000,490000,584000,1692000,492000,491000,79000,4.48,1000,1.003,79000,82000,1281000
202507,13,1771000,1771000,572000,587000,1692000,551000,567000,79000,4.48,-5000,0.992,79000,82000,1199000
202508,13,1771000,1771000,625000,370000,1692000,611000,626000,79000,4.48,1000,1.002,79000,78000,1146000
202509,13,1771000,1771000,706000,291000,1692000,668000,685000,79000,4.48,-21000,0.971,79000,78000,1065000
202510,13,1771000,1771000,712000,525000,1692000,728000,739000,79000,4.48,27000,1.038,79000,71000,1059000
202511,13,1771000,1771000,793000,344000,1692000,785000,784000,79000,4.48,-9000,0.988,79000,72000,978000
202512,13,1771000,1771000,818000,368000,1692000,844000,868000,79000,4.48,50000,1.062,79000,68000,953000
202601,13,1771000,1771000,908000,357000,1692000,904000,889000,79000,4.48,-19000,0.979,79000,70000,863000
202602,13,1771000,1771000,917000,416000,1692000,957000,957000,79000,4.48,40000,1.044,79000,65000,854000
202603,13,1771000,1771000,943000,289000,1692000,1017000,1002000,79000,4.48,59000,1.063,79000,63000,828000
202604,13,1771000,1771000,1085000,195000,1692000,1074000,1057000,79000,4.48,-28000,0.974,79000,68000,686000
202605,13,1771000,1771000,1088000,319000,1692000,1133000,1153000,79000,4.48,65000,1.059,79000,64000,683000
202606,13,1771000,1771000,1168000,231000,1692000,1191000,1191000,79000,4.48,23000,1.02,79000,65000,603000
202607,13,1771000,1771000,1262000,116000,1692000,1250000,1242000,79000,4.48,-20000,0.984,79000,66000,509000
202608,13,1771000,1771000,1280000,204000,1692000,1310000,1320000,79000,4.48,40000,1.031,79000,64000,491000
202609,13,1771000,1771000,1337000,117000,1692000,1367000,1394000,79000,4.48,58000,1.043,79000,64000,434000
202610,13,1771000,1771000,1396000,89000,1692000,1426000,1462000,79000,4.48,65000,1.047,79000,63000,375000
202611,13,1771000,1771000,1569000,58000,1692000,1484000,1524000,79000,4.48,-45000,0.971,79000,68000,202000
202612,13,1771000,1771000,1488000,95000,1692000,1543000,1577000,79000,4.48,89000,1.06,79000,62000,283000
202501,14,1701000,1701000,0,955000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202502,14,1701000,1701000,0,843000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202503,14,1701000,1701000,0,894000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202504,14,1701000,1701000,0,654000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202505,14,1701000,1701000,0,463000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202506,14,1701000,1701000,0,619000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202507,14,1701000,1701000,0,495000,1745000,0,0,-44000,-2.59,0,1.0,-44000,0,1701000
202508,14,1701000,1701000,104000,668000,1745000,110000,110000,-44000,-2.59,6000,1.053,-44000,13000,1597000
202509,14,1701000,1701000,227000,440000,1745000,236000,240000,-44000,-2.59,13000,1.055,-44000,25000,1474000
202510,14,1701000,1701000,368000,746000,1745000,367000,364000,-44000,-2.59,-4000,0.989,-44000,37000,1333000
202511,14,1701000,1701000,504000,665000,1745000,494000,490000,-44000,-2.59,-14000,0.972,-44000,46000,1197000
202512,14,1701000,1701000,607000,463000,1745000,625000,630000,-44000,-2.59,23000,1.038,-44000,51000,1094000
202601,14,1701000,1701000,743000,531000,1745000,756000,753000,-44000,-2.59,10000,1.013,-44000,57000,958000
202602,14,1701000,1701000,883000,227000,1745000,874000,900000,-44000,-2.59,17000,1.019,-44000,63000,818000
202603,14,1701000,1701000,1020000,366000,1745000,1005000,1017000,-44000,-2.59,-3000,0.997,-44000,68000,681000
202604,14,1701000,1701000,1098000,280000,1745000,1131000,1119000,-44000,-2.59,21000,1.019,-44000,69000,603000
202605,14,1701000,1701000,1307000,188000,1745000,1262000,1305000,-44000,-2.59,-3000,0.998,-44000,77000,394000
202606,14,1701000,1701000,1322000,133000,1745000,1389000,1396000,-44000,-2.59,73000,1.055,-44000,73000,379000
202607,14,1701000,1701000,1491000,135000,1745000,1520000,1502000,-44000,-2.59,12000,1.008,-44000,78000,210000
202608,14,1701000,1701000,1571000,76000,1745000,1650000,1642000,-44000,-2.59,71000,1.045,-44000,79000,130000
202609,14,1701000,1701000,1635000,38000,1745000,1701000,1712000,-44000,-2.59,78000,1.048,-44000,78000,66000
202610,14,1701000,1701000,1604000,49000,1745000,1701000,1693000,-44000,-2.59,89000,1.056,-44000,73000,97000
202611,14,1701000,1701000,1619000,61000,1745000,1701000,1718000,-44000,-2.59,100000,1.062,-44000,70000,82000
202612,14,1701000,1701000,1714000,17000,1745000,1701000,1745000,-44000,-2.59,32000,1.018,-44000,71000,-13000
202501,15,1089000,1089000,0,348000,1186000,0,0,-97000,-8.91,0,1.0,-97000,0,1089000
202502,15,1089000,1089000,0,354000,1186000,0,0,-97000,-8.91,0,1.0,-97000,0,1089000
202503,15,1089000,1089000,97000,483000,1186000,77000,78000,-97000,-8.91,-19000,0.804,-97000,32000,992000
202504,15,1089000,1089000,229000,440000,1186000,178000,180000,-97000,-8.91,-50000,0.783,-97000,57000,860000
202505,15,1089000,1089000,331000,346000,1186000,282000,279000,-97000,-8.91,-52000,0.842,-97000,66000,758000
202506,15,1089000,1089000,457000,207000,1186000,383000,393000,-97000,-8.91,-64000,0.86,-97000,76000,632000
202507,15,1089000,1089000,583000,203000,1186000,487000,489000,-97000,-8.91,-93000,0.84,-97000,83000,506000
202508,15,1089000,1089000,678000,151000,1186000,592000,587000,-97000,-8.91,-91000,0.866,-97000,85000,411000
202509,15,1089000,1089000,820000,135000,1186000,692000,690000,-97000,-8.91,-130000,0.842,-97000,91000,269000
202510,15,1089000,1089000,958000,62000,1186000,797000,798000,-97000,-8.91,-160000,0.833,-97000,96000,131000
202511,15,1089000,1089000,1033000,67000,1186000,897000,902000,-97000,-8.91,-131000,0.873,-97000,94000,56000
202512,15,1089000,1089000,1207000,0,1207000,1002000,1003000,-118000,-10.83,-204000,0.831,-118000,101000,-118000
202601,15,1089000,1122000,1245000,0,1245000,1089000,1074000,-124000,-11.03,-171000,0.862,-124000,96000,-124000
202602,15,1089000,1122000,1222000,0,1222000,1089000,1073000,-101000,-8.97,-149000,0.878,-101000,87000,-101000
202603,15,1089000,1122000,1245000,0,1245000,1089000,1081000,-124000,-11.03,-165000,0.868,-124000,83000,-124000
202604,15,1089000,1122000,1185000,0,1186000,1089000,1077000,-64000,-5.74,-108000,0.909,-64000,74000,-63000
202605,15,1089000,1122000,1245000,0,1245000,1089000,1097000,-124000,-11.03,-149000,0.881,-124000,73000,-124000
202606,15,1089000,1122000,1214000,0,1214000,1089000,1083000,-92000,-8.21,-131000,0.892,-92000,67000,-92000
202607,15,1089000,1122000,1245000,0,1245000,1089000,1070000,-124000,-11.03,-176000,0.859,-124000,66000,-124000
202608,15,1089000,1122000,1245000,0,1245000,1089000,1084000,-124000,-11.03,-161000,0.871,-124000,62000,-124000
202609,15,1089000,1122000,1245000,0,1245000,1089000,1099000,-124000,-11.03,-146000,0.883,-124000,59000,-124000
202610,15,1089000,1122000,1235000,0,1235000,1089000,1110000,-113000,-10.11,-125000,0.899,-113000,56000,-113000
202611,15,1089000,1122000,1245000,0,1245000,1089000,1107000,-124000,-11.03,-139000,0.889,-124000,54000,-124000
202612,15,1089000,1122000,1245000,0,1245000,1089000,1113000,-124000,-11.03,-133000,0.894,-124000,52000,-124000
202501,16,1592000,1592000,841000,375000,1909000,720000,726000,-317000,-19.94,-114000,0.864,-317000,841000,751000
202502,16,1592000,1592000,915000,509000,1909000,783000,780000,-317000,-19.94,-135000,0.852,-317000,458000,677000
202503,16,1592000,1592000,983000,258000,1909000,852000,834000,-317000,-19.94,-149000,0.849,-317000,328000,609000
202504,16,1592000,1592000,1140000,402000,1909000,919000,904000,-317000,-19.94,-236000,0.793,-317000,285000,452000
202505,16,1592000,1592000,1200000,195000,1909000,988000,971000,-317000,-19.94,-229000,0.809,-317000,240000,392000
202506,16,1592000,1592000,1196000,239000,1909000,1055000,1048000,-317000,-19.94,-148000,0.876,-317000,199000,396000
202507,16,1592000,1592000,1390000,267000,1909000,1125000,1106000,-317000,-19.94,-284000,0.796,-317000,199000,202000
202508,16,1592000,1592000,1419000,156000,1909000,1194000,1164000,-317000,-19.94,-255000,0.821,-317000,177000,173000
202509,16,1592000,1592000,1474000,141000,1909000,1261000,1231000,-317000,-19.94,-243000,0.835,-317000,164000,118000
202510,16,1592000,1592000,1470000,159000,1909000,1330000,1345000,-317000,-19.94,-125000,0.915,-317000,147000,122000
202511,16,1592000,1592000,1542000,197000,1909000,1397000,1398000,-317000,-19.94,-144000,0.906,-317000,140000,50000
202512,16,1592000,1592000,1751000,81000,1909000,1467000,1442000,-317000,-19.94,-309000,0.824,-317000,146000,-159000
202601,16,1592000,1640000,1817000,38000,1909000,1536000,1543000,-270000,-16.45,-274000,0.849,-270000,140000,-177000
202602,16,1592000,1640000,1946000,0,1946000,1592000,1568000,-306000,-18.65,-378000,0.806,-306000,139000,-306000
202603,16,1592000,1640000,1838000,19000,1909000,1592000,1609000,-270000,-16.45,-228000,0.876,-270000,123000,-198000
202604,16,1592000,1640000,1875000,18000,1909000,1592000,1550000,-270000,-16.45,-325000,0.827,-270000,117000,-236000
202605,16,1592000,1640000,2005000,0,2005000,1592000,1599000,-365000,-22.27,-406000,0.798,-365000,118000,-365000
202606,16,1592000,1640000,1729000,80000,1909000,1592000,1559000,-270000,-16.45,-170000,0.902,-270000,96000,-89000
202607,16,1592000,1640000,1911000,0,1911000,1592000,1589000,-272000,-16.56,-322000,0.831,-272000,101000,-272000
202608,16,1592000,1640000,1821000,28000,1909000,1592000,1586000,-270000,-16.45,-235000,0.871,-270000,91000,-181000
202609,16,1592000,1640000,1845000,31000,1909000,1592000,1599000,-270000,-16.45,-246000,0.866,-270000,88000,-205000
202610,16,1592000,1640000,1775000,34000,1909000,1592000,1591000,-270000,-16.45,-184000,0.896,-270000,81000,-135000
202611,16,1592000,1640000,1980000,0,1980000,1592000,1554000,-340000,-20.76,-426000,0.785,-340000,86000,-340000
202612,16,1592000,1640000,1962000,0,1962000,1592000,1589000,-323000,-19.67,-373000,0.81,-323000,82000,-323000
202501,17,1372000,1372000,0,673000,1327000,0,0,45000,3.29,0,1.0,45000,0,1372000
202502,17,1372000,1372000,0,494000,1327000,0,0,45000,3.29,0,1.0,45000,0,1372000
202503,17,1372000,1372000,0,622000,1327000,0,0,45000,3.29,0,1.0,45000,0,1372000
202504,17,1372000,1372000,0,692000,1327000,0,0,45000,3.29,0,1.0,45000,0,1372000
202505,17,1372000,1372000,0,650000,1327000,0,0,45000,3.29,0,1.0,45000,0,1372000
202506,17,1372000,1372000,52000,399000,1327000,52000,52000,45000,3.29,1000,1.016,45000,9000,1320000
202507,17,1372000,1372000,200000,407000,1327000,213000,210000,45000,3.29,10000,1.049,45000,29000,1172000
202508,17,1372000,1372000,357000,341000,1327000,374000,378000,45000,3.29,20000,1.057,45000,45000,1015000
202509,17,1372000,1372000,517000,231000,1327000,530000,520000,45000,3.29,3000,1.006,45000,57000,855000
202510,17,1372000,1372000,647000,245000,1327000,691000,688000,45000,3.29,41000,1.063,45000,65000,725000
202511,17,1372000,1372000,846000,175000,1327000,847000,831000,45000,3.29,-14000,0.983,45000,77000,526000
202512,17,1372000,1372000,1030000,103000,1327000,1008000,1019000,45000,3.29,-12000,0.989,45000,86000,342000
202601,17,1372000,1372000,1105000,60000,1327000,1169000,1158000,45000,3.29,53000,1.048,45000,85000,267000
202602,17,1372000,1372000,1294000,16000,1327000,1315000,1303000,45000,3.29,10000,1.008,45000,92000,78000
202603,17,1372000,1372000,1298000,12000,1327000,1372000,1356000,45000,3.29,58000,1.045,45000,87000,74000
202604,17,1372000,1372000,1348000,0,1348000,1372000,1375000,24000,1.78,28000,1.021,24000,84000,24000
202605,17,1372000,1372000,1298000,14000,1327000,1372000,1368000,45000,3.29,71000,1.055,45000,76000,74000
202606,17,1372000,1372000,1246000,34000,1327000,1372000,1331000,45000,3.29,85000,1.068,45000,69000,126000
202607,17,1372000,1372000,1344000,0,1344000,1372000,1350000,28000,2.06,7000,1.005,28000,71000,28000
202608,17,1372000,1372000,1393000,0,1393000,1372000,1374000,-21000,-1.55,-20000,0.986,-21000,70000,-21000
202609,17,1372000,1372000,1391000,0,1391000,1372000,1396000,-19000,-1.39,5000,1.004,-19000,66000,-19000
202610,17,1372000,1372000,1393000,0,1393000,1372000,1393000,-21000,-1.55,0,1.0,-21000,63000,-21000
202611,17,1372000,1372000,1293000,18000,1327000,1372000,1348000,45000,3.29,55000,1.043,45000,56000,79000
202612,17,1372000,1372000,1334000,0,1334000,1372000,1373000,38000,2.78,39000,1.029,38000,56000,38000
202501,18,1065000,1065000,879000,99000,1079000,877000,913000,-14000,-1.31,34000,1.039,-14000,879000,186000
202502,18,1065000,1065000,1051000,7000,1079000,1027000,1081000,-14000,-1.31,30000,1.029,-14000,526000,14000
202503,18,1065000,1065000,1035000,16000,1079000,1065000,1086000,-14000,-1.31,51000,1.049,-14000,345000,30000
202504,18,1065000,1065000,1083000,0,1083000,1065000,1082000,-18000,-1.72,-1000,0.999,-18000,271000,-18000
202505,18,1065000,1065000,1082000,0,1082000,1065000,1070000,-17000,-1.56,-12000,0.989,-17000,216000,-17000
202506,18,1065000,1065000,1049000,9000,1079000,1065000,1078000,-14000,-1.31,29000,1.028,-14000,175000,16000
202507,18,1065000,1065000,1069000,5000,1079000,1065000,1124000,-14000,-1.31,55000,1.052,-14000,153000,-4000
202508,18,1065000,1065000,1053000,13000,1079000,1065000,1102000,-14000,-1.31,49000,1.047,-14000,132000,12000
202509,18,1065000,1065000,1069000,4000,1079000,1065000,1122000,-14000,-1.31,53000,1.05,-14000,119000,-4000
202510,18,1065000,1065000,1096000,0,1096000,1065000,1092000,-31000,-2.95,-5000,0.996,-31000,110000,-31000
202511,18,1065000,1065000,1028000,26000,1079000,1065000,1091000,-14000,-1.31,64000,1.062,-14000,93000,37000
202512,18,1065000,1065000,1071000,2000,1079000,1065000,1089000,-14000,-1.31,18000,1.016,-14000,89000,-6000
202601,18,1065000,1065000,1065000,7000,1079000,1065000,1112000,-14000,-1.31,47000,1.044,-14000,82000,0
202602,18,1065000,1065000,1062000,5000,1079000,1065000,1080000,-14000,-1.31,17000,1.016,-14000,76000,3000
202603,18,1065000,1065000,1044000,12000,1079000,1065000,1104000,-14000,-1.31,60000,1.057,-14000,70000,21000
