period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202607,12,100,99.6,2733000,2721000,20,20,0,2025-09-15,-0.43,0.996,100.0,0,Low
202608,12,100,100,2733000,2844000,20,20,0,2025-09-15,0,1.041,100.0,0,Low
202609,12,100,100,2733000,2780000,20,20,0,2025-09-15,0,1.017,100.0,0,Low
202610,12,100,99.6,2733000,2721000,20,20,0,2025-09-15,-0.43,0.996,100.0,0,Low
202611,12,100,100,2733000,2737000,20,20,0,2025-09-15,0,1.002,100.0,0,Low
202612,12,100,100,2733000,2839000,20,20,0,2025-09-15,0,1.039,100.0,0,Low
202501,13,11.6,11.5,205000,203000,2,2,0,2027-05-01,-0.08,0.993,100.0,2,Low
202502,13,14.6,15.0,258000,265000,3,3,0,2027-04-29,0.37,1.025,100.0,0,Low
202503,13,17.9,18.3,318000,324000,4,4,0,2027-04-29,0.36,1.02,100.0,0,Low
202504,13,21.2,21.8,375000,387000,4,4,0,2027-04-29,0.65,1.03,100.0,0,Low
202505,13,24.5,24.7,435000,437000,5,5,0,2027-04-29,0.14,1.006,100.0,0,Low
202506,13,27.8,27.7,492000,491000,6,6,0,2027-04-30,-0.07,0.997,100.0,1,Low
202507,13,31.1,32.0,551000,567000,6,6,0,2027-04-29,0.91,1.029,100.0,0,Low
202508,13,34.5,35.4,611000,626000,7,7,0,2027-04-29,0.87,1.025,100.0,0,Low
202509,13,37.7,38.7,668000,685000,8,8,0,2027-04-29,0.94,1.025,100.0,0,Low
202510,13,41.1,41.7,728000,739000,8,8,0,2027-04-29,0.64,1.016,100.0,0,Low
202511,13,44.3,44.2,785000,784000,9,9,0,2027-04-29,-0.08,0.998,100.0,0,Low
202512,13,47.7,49.0,844000,868000,10,10,0,2027-04-29,1.35,1.028,100.0,0,Low
202601,13,51.0,50.2,904000,889000,10,10,0,2027-05-05,-0.81,0.984,100.0,6,Low
202602,13,54.1,54.0,957000,957000,11,11,0,2027-04-29,-0.02,1.0,100.0,0,Low
202603,13,57.4,56.6,1017000,1002000,11,11,0,2027-05-05,-0.84,0.985,100.0,6,Low
202604,13,60.6,59.7,1074000,1057000,12,12,0,2027-05-05,-0.97,0.984,100.0,6,Low
202605,13,64.0,65.1,1133000,1153000,13,13,0,2027-04-29,1.08,1.017,100.0,0,Low
202606,13,67.2,67.3,1191000,1191000,13,13,0,2027-04-29,0.03,1.0,100.0,0,Low
202607,13,70.6,70.1,1250000,1242000,14,14,0,2027-05-01,-0.47,0.993,100.0,2,Low
202608,13,73.9,74.5,1310000,1320000,15,15,0,2027-04-29,0.59,1.008,100.0,0,Low
202609,13,77.2,78.7,1367000,1394000,15,15,0,2027-04-29,1.53,1.02,100.0,0,Low
202610,13,80.5,82.5,1426000,1462000,16,16,0,2027-04-29,1.99,1.025,100.0,0,Low
202611,13,83.8,86.1,1484000,1524000,17,17,0,2027-04-29,2.29,1.027,100.0,0,Low
202612,13,87.1,89.0,1543000,1577000,17,17,0,2027-04-29,1.9,1.022,100.0,0,Low
202501,14,0,0,0,0,1,1,0,2026-09-12,0,1.016,100.0,0,Low
202502,14,0,0,0,0,1,1,0,2026-09-12,0,1.031,100.0,0,Low
202503,14,0,0,0,0,1,1,0,2026-09-12,0,1.014,100.0,0,Low
202504,14,0,0,0,0,1,1,0,2026-09-12,0,1.008,100.0,0,Low
202505,14,0,0,0,0,1,1,0,2026-09-12,0,0.998,100.0,0,Low
202506,14,0,0,0,0,1,1,0,2026-09-13,0,0.99,100.0,1,Low
202507,14,0,0,0,0,1,1,0,2026-09-13,0,0.991,100.0,1,Low
202508,14,6.5,6.5,110000,110000,1,1,0,2026-09-12,0.01,1.002,100.0,0,Low
202509,14,13.9,14.1,236000,240000,3,3,0,2026-09-12,0.2,1.014,100.0,0,Low
202510,14,21.6,21.4,367000,364000,4,4,0,2026-09-13,-0.19,0.991,100.0,1,Low
202511,14,29.0,28.8,494000,490000,6,6,0,2026-09-13,-0.24,0.992,100.0,1,Low
202512,14,36.7,37.0,625000,630000,7,7,0,2026-09-12,0.29,1.008,100.0,0,Low
202601,14,44.4,44.3,756000,753000,9,9,0,2026-09-12,-0.15,0.997,100.0,0,Low
202602,14,51.4,52.9,874000,900000,10,10,0,2026-09-12,1.54,1.03,100.0,0,Low
202603,14,59.1,59.8,1005000,1017000,12,12,0,2026-09-12,0.75,1.013,100.0,0,Low
202604,14,66.5,65.8,1131000,1119000,13,13,0,2026-09-14,-0.73,0.989,100.0,2,Low
202605,14,74.2,76.7,1262000,1305000,15,15,0,2026-09-12,2.51,1.034,100.0,0,Low
202606,14,81.6,82.0,1389000,1396000,16,16,0,2026-09-12,0.4,1.005,100.0,0,Low
202607,14,89.3,88.3,1520000,1502000,18,18,0,2026-09-14,-1.0,0.989,100.0,2,Low
202608,14,97.0,96.6,1650000,1642000,19,19,0,2026-09-12,-0.47,0.995,100.0,0,Low
202609,14,100,100,1701000,1712000,20,20,0,2026-09-12,0,1.007,100.0,0,Low
202610,14,100,99.5,1701000,1693000,20,20,0,2026-09-12,-0.45,0.995,100.0,0,Low
202611,14,100,100,1701000,1718000,20,20,0,2026-09-12,0,1.01,100.0,0,Low
202612,14,100,100,1701000,1745000,20,20,0,2026-09-12,0,1.026,100.0,0,Low
202501,15,0,0,0,0,1,1,0,2026-01-27,0,0.991,100.0,1,Low
202502,15,0,0,0,0,1,1,0,2026-01-26,0,1.015,100.0,0,Low
202503,15,7.1,7.2,77000,78000,1,1,0,2026-01-26,0.1,1.014,100.0,0,Low
202504,15,16.4,16.5,178000,180000,3,3,0,2026-01-26,0.13,1.008,100.0,0,Low
202505,15,25.9,25.6,282000,279000,5,5,0,2026-01-27,-0.31,0.988,100.0,1,Low
202506,15,35.2,36.1,383000,393000,7,7,0,2026-01-26,0.89,1.025,100.0,0,Low
202507,15,44.8,44.9,487000,489000,9,9,0,2026-01-26,0.19,1.004,100.0,0,Low
202508,15,54.3,53.9,592000,587000,11,11,0,2026-01-27,-0.39,0.993,100.0,1,Low
202509,15,63.6,63.3,692000,690000,13,13,0,2026-01-26,-0.23,0.996,100.0,0,Low
202510,15,73.1,73.3,797000,798000,15,15,0,2026-01-26,0.11,1.002,100.0,0,Low
202511,15,82.4,82.8,897000,902000,16,16,0,2026-01-26,0.43,1.005,100.0,0,Low
202512,15,92.0,92.1,1002000,1003000,18,18,0,2026-01-26,0.1,1.001,100.0,0,Low
202601,15,100,98.6,1089000,1074000,20,20,0,2026-01-28,-1.38,0.986,100.0,2,Low
202602,15,100,98.6,1089000,1073000,20,20,0,2026-01-28,-1.44,0.986,100.0,2,Low
202603,15,100,99.2,1089000,1081000,20,20,0,2026-01-27,-0.78,0.992,100.0,1,Low
202604,15,100,98.9,1089000,1077000,20,20,0,2026-01-27,-1.1,0.989,100.0,1,Low
202605,15,100,100,1089000,1097000,20,20,0,2026-01-26,0,1.007,100.0,0,Low
202606,15,100,99.4,1089000,1083000,20,20,0,2026-01-26,-0.57,0.994,100.0,0,Low
202607,15,100,98.2,1089000,1070000,20,20,0,2026-01-28,-1.78,0.982,100.0,2,Low
202608,15,100,99.6,1089000,1084000,20,20,0,2026-01-26,-0.44,0.996,100.0,0,Low
202609,15,100,100,1089000,1099000,20,20,0,2026-01-26,0,1.009,100.0,0,Low
202610,15,100,100,1089000,1110000,20,20,0,2026-01-26,0,1.019,100.0,0,Low
202611,15,100,100,1089000,1107000,20,20,0,2026-01-26,0,1.016,100.0,0,Low
202612,15,100,100,1089000,1113000,20,20,0,2026-01-26,0,1.022,100.0,0,Low
202501,16,45.2,45.6,720000,726000,9,9,0,2026-02-25,0.38,1.008,100.0,0,Low
202502,16,49.2,49.0,783000,780000,10,10,0,2026-02-26,-0.16,0.997,100.0,1,Low
202503,16,53.5,52.4,852000,834000,11,11,0,2026-03-03,-1.11,0.979,100.0,6,Low
202504,16,57.7,56.8,919000,904000,12,12,0,2026-03-02,-0.94,0.984,100.0,5,Low
202505,16,62.1,61.0,988000,971000,12,12,0,2026-03-02,-1.11,0.982,100.0,5,Low
202506,16,66.3,65.8,1055000,1048000,13,13,0,2026-02-27,-0.45,0.993,100.0,2,Low
202507,16,70.6,69.5,1125000,1106000,14,14,0,2026-03-02,-1.17,0.983,100.0,5,Low
202508,16,75.0,73.1,1194000,1164000,15,15,0,2026-03-05,-1.87,0.975,100.0,8,Low
202509,16,79.2,77.3,1261000,1231000,16,16,0,2026-03-04,-1.88,0.976,100.0,7,Low
202510,16,83.6,84.5,1330000,1345000,17,17,0,2026-02-25,0.93,1.011,100.0,0,Low
202511,16,87.8,87.8,1397000,1398000,18,18,0,2026-02-25,0.02,1.0,100.0,0,Low
202512,16,92.1,90.6,1467000,1442000,18,18,0,2026-03-02,-1.55,0.983,100.0,5,Low
202601,16,96.5,96.9,1536000,1543000,19,19,0,2026-02-25,0.42,1.004,100.0,0,Low
202602,16,100,98.5,1592000,1568000,20,20,0,2026-03-01,-1.53,0.985,100.0,4,Low
202603,16,100,100,1592000,1609000,20,20,0,2026-02-25,0,1.011,100.0,0,Low
202604,16,100,97.4,1592000,1550000,20,19,1,2026-03-05,-2.63,0.974,95.0,8,Low
202605,16,100,100,1592000,1599000,20,20,0,2026-02-25,0,1.005,100.0,0,Low
202606,16,100,97.9,1592000,1559000,20,20,0,2026-03-03,-2.06,0.979,100.0,6,Low
202607,16,100,99.8,1592000,1589000,20,20,0,2026-02-25,-0.18,0.998,100.0,0,Low
202608,16,100,99.6,1592000,1586000,20,20,0,2026-02-26,-0.38,0.996,100.0,1,Low
202609,16,100,100,1592000,1599000,20,20,0,2026-02-25,0,1.004,100.0,0,Low
202610,16,100,100.0,1592000,1591000,20,20,0,2026-02-25,-0.04,1.0,100.0,0,Low
202611,16,100,97.6,1592000,1554000,20,20,0,2026-03-04,-2.39,0.976,100.0,7,Low
202612,16,100,99.8,1592000,1589000,20,20,0,2026-02-25,-0.17,0.998,100.0,0,Low
202501,17,0,0,0,0,1,1,0,2026-03-11,0,1.014,100.0,0,Low
202502,17,0,0,0,0,1,1,0,2026-03-13,0,0.978,100.0,2,Low
202503,17,0,0,0,0,1,1,0,2026-03-13,0,0.977,100.0,2,Low
202504,17,0,0,0,0,1,1,0,2026-03-11,0,1.008,100.0,0,Low
202505,17,0,0,0,0,1,1,0,2026-03-14,0,0.97,100.0,3,Low
202506,17,3.8,3.8,52000,52000,1,1,0,2026-03-11,0.04,1.01,100.0,0,Low
202507,17,15.5,15.3,213000,210000,3,3,0,2026-03-12,-0.23,0.985,100.0,1,Low
202508,17,27.3,27.5,374000,378000,5,5,0,2026-03-11,0.25,1.009,100.0,0,Low
202509,17,38.6,37.9,530000,520000,8,8,0,2026-03-13,-0.74,0.981,100.0,2,Low
202510,17,50.4,50.1,691000,688000,10,10,0,2026-03-11,-0.24,0.995,100.0,0,Low
202511,17,61.7,60.6,847000,831000,12,12,0,2026-03-13,-1.17,0.981,100.0,2,Low
202512,17,73.5,74.2,1008000,1019000,15,15,0,2026-03-11,0.75,1.01,100.0,0,Low
202601,17,85.2,84.4,1169000,1158000,17,17,0,2026-03-12,-0.83,0.99,100.0,1,Low
202602,17,95.8,95.0,1315000,1303000,19,19,0,2026-03-12,-0.84,0.991,100.0,1,Low
202603,17,100,98.8,1372000,1356000,20,20,0,2026-03-12,-1.18,0.988,100.0,1,Low
202604,17,100,100,1372000,1375000,20,20,0,2026-03-11,0,1.002,100.0,0,Low
202605,17,100,99.7,1372000,1368000,20,20,0,2026-03-11,-0.26,0.997,100.0,0,Low
202606,17,100,97.0,1372000,1331000,20,19,1,2026-03-14,-3.0,0.97,95.0,3,Low
202607,17,100,98.4,1372000,1350000,20,20,0,2026-03-12,-1.59,0.984,100.0,1,Low
202608,17,100,100,1372000,1374000,20,20,0,2026-03-11,0,1.001,100.0,0,Low
202609,17,100,100,1372000,1396000,20,20,0,2026-03-11,0,1.018,100.0,0,Low
202610,17,100,100,1372000,1393000,20,20,0,2026-03-11,0,1.015,100.0,0,Low
202611,17,100,98.3,1372000,1348000,20,20,0,2026-03-13,-1.72,0.983,100.0,2,Low
202612,17,100,100,1372000,1373000,20,20,0,2026-03-11,0,1.001,100.0,0,Low
202501,18,82.3,85.7,877000,913000,16,16,0,2025-03-07,3.41,1.041,100.0,0,Low
202502,18,96.5,100,1027000,1081000,19,19,0,2025-03-07,3.54,1.053,100.0,0,Low
202503,18,100,100,1065000,1086000,20,20,0,2025-03-07,0,1.019,100.0,0,Low
202504,18,100,100,1065000,1082000,20,20,0,2025-03-07,0,1.016,100.0,0,Low
202505,18,100,100,1065000,1070000,20,20,0,2025-03-07,0,1.004,100.0,0,Low
202506,18,100,100,1065000,1078000,20,20,0,2025-03-07,0,1.012,100.0,0,Low
202507,18,100,100,1065000,1124000,20,20,0,2025-03-07,0,1.055,100.0,0,Low
202508,18,100,100,1065000,1102000,20,20,0,2025-03-07,0,1.035,100.0,0,Low
202509,18,100,100,1065000,1122000,20,20,0,2025-03-07,0,1.054,100.0,0,Low
202510,18,100,100,1065000,1092000,20,20,0,2025-03-07,0,1.025,100.0,0,Low
202511,18,100,100,1065000,1091000,20,20,0,2025-03-07,0,1.025,100.0,0,Low
202512,18,100,100,1065000,1089000,20,20,0,2025-03-07,0,1.022,100.0,0,Low
202601,18,100,100,1065000,1112000,20,20,0,2025-03-07,0,1.044,100.0,0,Low
202602,18,100,100,1065000,1080000,20,20,0,2025-03-07,0,1.014,100.0,0,Low
202603,18,100,100,1065000,1104000,20,20,0,2025-03-07,0,1.037,100.0,0,Low
202604,18,100,100,1065000,1091000,20,20,0,2025-03-07,0,1.025,100.0,0,Low
202605,18,100,100,1065000,1088000,20,20,0,2025-03-07,0,1.021,100.0,0,Low
202606,18,100,100,1065000,1111000,20,20,0,2025-03-07,0,1.044,100.0,0,Low
202607,18,100,100,1065000,1105000,20,20,0,2025-03-07,0,1.038,100.0,0,Low
202608,18,100,100,1065000,1072000,20,20,0,2025-03-07,0,1.006,100.0,0,Low
202609,18,100,100,1065000,1088000,20,20,0,2025-03-07,0,1.022,100.0,0,Low
202610,18,100,100,1065000,1085000,20,20,0,2025-03-07,0,1.019,100.0,0,Low
202611,18,100,100,1065000,1093000,20,20,0,2025-03-07,0,1.026,100.0,0,Low
202612,18,100,100,1065000,1104000,20,20,0,2025-03-07,0,1.037,100.0,0,Low
202501,19,5.1,4.9,83000,80000,1,1,0,2027-08-04,-0.17,0.966,100.0,14,Low
202502,19,8.0,7.9,131000,130000,2,2,0,2027-07-25,-0.09,0.989,100.0,4,Low
202503,19,11.3,11.1,185000,182000,2,2,0,2027-07-29,-0.22,0.981,100.0,8,Low
202504,19,14.4,14.2,237000,234000,3,3,0,2027-07-27,-0.21,0.985,100.0,6,Low
202505,19,17.7,17.1,291000,280000,4,4,0,2027-08-05,-0.64,0.964,100.0,15,Low
202506,19,20.9,20.6,343000,338000,4,4,0,2027-07-26,-0.27,0.987,100.0,5,Low
202507,19,24.1,23.9,396000,393000,5,5,0,2027-07-24,-0.21,0.991,100.0,3,Low
202508,19,27.4,27.5,450000,451000,5,5,0,2027-07-21,0.08,1.003,100.0,0,Low
202509,19,30.6,30.3,502000,497000,6,6,0,2027-07-24,-0.28,0.991,100.0,3,Low
202510,19,33.8,32.7,555000,537000,7,7,0,2027-08-04,-1.12,0.967,100.0,14,Low
202511,19,37.0,36.9,607000,607000,7,7,0,2027-07-21,-0.04,0.999,100.0,0,Low
202512,19,40.3,40.6,661000,667000,8,8,0,2027-07-21,0.35,1.009,100.0,0,Low
202601,19,43.5,42.3,715000,694000,9,9,0,2027-08-02,-1.26,0.971,100.0,12,Low
202602,19,46.5,44.7,763000,733000,9,9,0,2027-08-06,-1.8,0.961,100.0,16,Low
202603,19,49.7,49.3,817000,810000,10,10,0,2027-07-24,-0.39,0.992,100.0,3,Low
202604,19,52.9,51.7,869000,849000,11,11,0,2027-07-30,-1.22,0.977,100.0,9,Low
202605,19,56.2,56.0,922000,919000,11,11,0,2027-07-22,-0.19,0.997,100.0,1,Low
202606,19,59.3,59.3,974000,974000,12,12,0,2027-07-21,-0.02,1.0,100.0,0,Low
202607,19,62.6,60.4,1028000,992000,13,13,0,2027-08-04,-2.19,0.965,100.0,14,Low
202608,19,65.9,63.5,1081000,1043000,13,13,0,2027-08-05,-2.32,0.965,100.0,15,Low
202609,19,69.0,68.4,1133000,1122000,14,14,0,2027-07-25,-0.66,0.99,100.0,4,Low
202610,19,72.3,72.9,1187000,1196000,14,14,0,2027-07-21,0.57,1.008,100.0,0,Low
202611,19,75.4,73.6,1239000,1209000,15,15,0,2027-07-31,-1.83,0.976,100.0,10,Low
202612,19,78.7,76.2,1292000,1251000,16,15,1,2027-08-03,-2.56,0.968,93.8,13,Low
202501,20,86.8,89.4,9062000,9331000,17,17,0,2025-02-26,2.58,1.03,100.0,0,Low
202502,20,100,100,10440000,10495000,20,20,0,2025-02-26,0,1.005,100.0,0,Low
202503,20,100,100,10440000,10459000,20,20,0,2025-02-26,0,1.002,100.0,0,Low
202504,20,100,100,10440000,10626000,20,20,0,2025-02-26,0,1.018,100.0,0,Low
202505,20,100,100,10440000,10833000,20,20,0,2025-02-26,0,1.038,100.0,0,Low
202506,20,100,100,10440000,10534000,20,20,0,2025-02-26,0,1.009,100.0,0,Low
202507,20,100,100,10440000,10831000,20,20,0,2025-02-26,0,1.037,100.0,0,Low
202508,20,100,100,10440000,10925000,20,20,0,2025-02-26,0,1.046,100.0,0,Low
202509,20,100,100,10440000,10904000,20,20,0,2025-02-26,0,1.044,100.0,0,Low
202510,20,100,100,10440000,10828000,20,20,0,2025-02-26,0,1.037,100.0,0,Low
202511,20,100,100,10440000,11000000,20,20,0,2025-02-26,0,1.054,100.0,0,Low
202512,20,100,100,10440000,10830000,20,20,0,2025-02-26,0,1.037,100.0,0,Low
202601,20,100,100,10440000,10622000,20,20,0,2025-02-26,0,1.017,100.0,0,Low
202602,20,100,100,10440000,10612000,20,20,0,2025-02-26,0,1.016,100.0,0,Low
202603,20,100,100.0,10440000,10439000,20,20,0,2025-02-26,-0.01,1.0,100.0,0,Low
202604,20,100,100,10440000,10662000,20,20,0,2025-02-26,0,1.021,100.0,0,Low
202605,20,100,100,10440000,10765000,20,20,0,2025-02-26,0,1.031,100.0,0,Low
202606,20,100,99.6,10440000,10403000,20,20,0,2025-02-26,-0.35,0.996,100.0,0,Low
202607,20,100,100,10440000,10773000,20,20,0,2025-02-26,0,1.032,100.0,0,Low
202608,20,100,100,10440000,10886000,20,20,0,2025-02-26,0,1.043,100.0,0,Low
202609,20,100,100,10440000,10514000,20,20,0,2025-02-26,0,1.007,100.0,0,Low
202610,20,100,100,10440000,10587000,20,20,0,2025-02-26,0,1.014,100.0,0,Low
202611,20,100,100,10440000,10653000,20,20,0,2025-02-26,0,1.02,100.0,0,Low
202612,20,100,100,10440000,10650000,20,20,0,2025-02-26,0,1.02,100.0,0,Low
202501,21,73.7,75.1,3793000,3867000,15,15,0,2025-05-19,1.44,1.019,100.0,0,Low
202502,21,80.5,81.4,4145000,4190000,16,16,0,2025-05-19,0.87,1.011,100.0,0,Low
202503,21,88.0,86.9,4535000,4473000,18,18,0,2025-05-21,-1.2,0.986,100.0,2,Low
202504,21,95.4,95.6,4911000,4921000,19,19,0,2025-05-19,0.19,1.002,100.0,0,Low
202505,21,100,100,5150000,5170000,20,20,0,2025-05-19,0,1.004,100.0,0,Low
202506,21,100,98.2,5150000,5055000,20,20,0,2025-05-22,-1.84,0.982,100.0,3,Low
202507,21,100,100,5150000,5155000,20,20,0,2025-05-19,0,1.001,100.0,0,Low
202508,21,100,98.7,5150000,5085000,20,20,0,2025-05-21,-1.26,0.987,100.0,2,Low
202509,21,100,97.8,5150000,5037000,20,20,0,2025-05-23,-2.2,0.978,100.0,4,Low
202510,21,100,99.3,5150000,5112000,20,20,0,2025-05-20,-0.75,0.993,100.0,1,Low
202511,21,100,100,5150000,5176000,20,20,0,2025-05-19,0,1.005,100.0,0,Low
202512,21,100,99.8,5150000,5141000,20,20,0,2025-05-19,-0.18,0.998,100.0,0,Low
202601,21,100,98.9,5150000,5092000,20,20,0,2025-05-21,-1.12,0.989,100.0,2,Low
202602,21,100,97.4,5150000,5015000,20,19,1,2025-05-23,-2.63,0.974,95.0,4,Low
202603,21,100,97.1,5150000,5001000,20,19,1,2025-05-24,-2.89,0.971,95.0,5,Low
202604,21,100,96.2,5150000,4955000,20,19,1,2025-05-25,-3.79,0.962,95.0,6,Low
202605,21,100,97.0,5150000,4994000,20,19,1,2025-05-24,-3.03,0.97,95.0,5,Low
202606,21,100,100,5150000,5164000,20,20,0,2025-05-19,0,1.003,100.0,0,Low
202607,21,100,97.5,5150000,5020000,20,19,1,2025-05-23,-2.52,0.975,95.0,4,Low
202608,21,100,97.8,5150000,5036000,20,20,0,2025-05-23,-2.22,0.978,100.0,4,Low
202609,21,100,100,5150000,5159000,20,20,0,2025-05-19,0,1.002,100.0,0,Low
202610,21,100,100,5150000,5173000,20,20,0,2025-05-19,0,1.004,100.0,0,Low
202611,21,100,98.1,5150000,5052000,20,20,0,2025-05-22,-1.91,0.981,100.0,3,Low
202612,21,100,99.5,5150000,5123000,20,20,0,2025-05-19,-0.53,0.995,100.0,0,Low
202501,22,99.5,99.6,2073000,2075000,20,20,0,2025-02-01,0.11,1.001,100.0,0,Low
202502,22,100,99.0,2083000,2062000,20,20,0,2025-02-01,-1.02,0.99,100.0,0,Low
202503,22,100,100,2083000,2105000,20,20,0,2025-02-01,0,1.011,100.0,0,Low
202504,22,100,100,2083000,2117000,20,20,0,2025-02-01,0,1.016,100.0,0,Low
202505,22,100,98.1,2083000,2043000,20,20,0,2025-02-02,-1.94,0.981,100.0,1,Low
202506,22,100,98.9,2083000,2060000,20,20,0,2025-02-02,-1.1,0.989,100.0,1,Low
202507,22,100,100,2083000,2107000,20,20,0,2025-02-01,0,1.011,100.0,0,Low
202508,22,100,100,2083000,2090000,20,20,0,2025-02-01,0,1.003,100.0,0,Low
202509,22,100,100,2083000,2113000,20,20,0,2025-02-01,0,1.014,100.0,0,Low
202510,22,100,98.5,2083000,2052000,20,20,0,2025-02-02,-1.48,0.985,100.0,1,Low
202511,22,100,100,2083000,2091000,20,20,0,2025-02-01,0,1.004,100.0,0,Low
202512,22,100,100,2083000,2085000,20,20,0,2025-02-01,0,1.001,100.0,0,Low
202601,22,100,98.6,2083000,2054000,20,20,0,2025-02-02,-1.38,0.986,100.0,1,Low
202602,22,100,99.0,2083000,2061000,20,20,0,2025-02-01,-1.04,0.99,100.0,0,Low
202603,22,100,99.2,2083000,2067000,20,20,0,2025-02-01,-0.78,0.992,100.0,0,Low
202604,22,100,100,2083000,2095000,20,20,0,2025-02-01,0,1.006,100.0,0,Low
202605,22,100,99.0,2083000,2063000,20,20,0,2025-02-01,-0.95,0.99,100.0,0,Low
202606,22,100,98.4,2083000,2050000,20,20,0,2025-02-02,-1.59,0.984,100.0,1,Low
202607,22,100,100.0,2083000,2083000,20,20,0,2025-02-01,-0.02,1.0,100.0,0,Low
202608,22,100,100,2083000,2083000,20,20,0,2025-02-01,0,1.0,100.0,0,Low
202609,22,100,99.8,2083000,2079000,20,20,0,2025-02-01,-0.2,0.998,100.0,0,Low
202610,22,100,100,2083000,2088000,20,20,0,2025-02-01,0,1.003,100.0,0,Low
202611,22,100,97.7,2083000,2036000,20,20,0,2025-02-03,-2.26,0.977,100.0,2,Low
202612,22,100,97.1,2083000,2022000,20,19,1,2025-02-03,-2.92,0.971,95.0,2,Low
202501,23,0,0,0,0,1,1,0,2026-08-28,0,0.731,100.0,50,High
202502,23,0,0,0,0,1,1,0,2026-08-28,0,0.733,100.0,50,High
202503,23,0,0,0,0,1,1,0,2026-08-24,0,0.751,100.0,46,High
202504,23,0,0,0,0,1,1,0,2026-09-01,0,0.71,100.0,54,High
202505,23,3.3,2.5,116000,86000,1,1,0,2026-08-26,-0.86,0.742,100.0,48,High
202506,23,10.5,7.7,366000,269000,2,1,1,2026-08-27,-2.78,0.736,50.0,49,High
202507,23,17.9,12.6,623000,438000,4,3,1,2026-09-02,-5.32,0.703,75.0,55,High
202508,23,25.4,18.4,881000,640000,5,4,1,2026-08-29,-6.94,0.726,80.0,51,High
202509,23,32.5,22.9,1130000,796000,7,5,2,2026-09-02,-9.62,0.704,71.4,55,High
202510,23,40.0,28.7,1388000,999000,8,6,2,2026-08-30,-11.2,0.72,75.0,52,High
202511,23,47.1,33.9,1637000,1176000,9,6,3,2026-08-30,-13.28,0.718,66.7,52,High
202512,23,54.5,38.1,1895000,1325000,11,8,3,2026-09-03,-16.41,0.699,72.7,56,High
202601,23,62.0,42.6,2153000,1479000,12,8,4,2026-09-05,-19.39,0.687,66.7,58,High
202602,23,68.7,48.1,2385000,1670000,14,10,4,2026-09-03,-20.59,0.7,71.4,56,High
202603,23,76.1,51.1,2643000,1774000,15,10,5,2026-09-08,-25.02,0.671,66.7,61,High
202604,23,83.3,56.3,2892000,1955000,17,11,6,2026-09-07,-26.98,0.676,64.7,60,High
202605,23,90.7,63.5,3150000,2207000,18,13,5,2026-09-03,-27.13,0.701,72.2,56,High
202606,23,97.8,67.9,3399000,2360000,20,14,6,2026-09-04,-29.91,0.694,70.0,57,High
202607,23,100,67.7,3474000,2351000,20,14,6,2026-09-07,-32.33,0.677,70.0,60,High
202608,23,100,66.2,3474000,2300000,20,13,7,2026-09-10,-33.79,0.662,65.0,63,High
202609,23,100,66.1,3474000,2295000,20,13,7,2026-09-10,-33.94,0.661,65.0,63,High
202610,23,100,66.9,3474000,2324000,20,13,7,2026-09-09,-33.11,0.669,65.0,62,High
202611,23,100,67.8,3474000,2355000,20,14,6,2026-09-07,-32.21,0.678,70.0,60,High
202612,23,100,68.1,3474000,2364000,20,14,6,2026-09-07,-31.94,0.681,70.0,60,High
202501,24,0,0,0,0,1,1,0,2028-10-27,0,0.995,100.0,2,Low
202502,24,0,0,0,0,1,1,0,2028-11-07,0,0.97,100.0,13,Low
202503,24,0,0,0,0,1,1,0,2028-11-01,0,0.984,100.0,7,Low
202504,24,0,0,0,0,1,1,0,2028-11-09,0,0.965,100.0,15,Low
202505,24,0,0,0,0,1,1,0,2028-11-03,0,0.978,100.0,9,Low
202506,24,0,0,0,0,1,1,0,2028-10-28,0,0.991,100.0,3,Low
202507,24,0,0,0,0,1,1,0,2028-10-25,0,1.001,100.0,0,Low
202508,24,0,0,0,0,1,1,0,2028-11-07,0,0.97,100.0,13,Low
202509,24,0,0,0,0,1,1,0,2028-10-31,0,0.986,100.0,6,Low
202510,24,0,0,0,0,1,1,0,2028-10-25,0,1.002,100.0,0,Low
202511,24,0,0,0,0,1,1,0,2028-11-01,0,0.984,100.0,7,Low
202512,24,0,0,0,0,1,1,0,2028-11-07,0,0.969,100.0,13,Low
202601,24,0,0,0,0,1,1,0,2028-11-07,0,0.97,100.0,13,Low
202602,24,2.3,2.3,108000,107000,1,1,0,2028-10-28,-0.02,0.992,100.0,3,Low
202603,24,5.4,5.4,254000,251000,1,1,0,2028-10-30,-0.06,0.988,100.0,5,Low
202604,24,8.5,8.4,395000,392000,2,2,0,2028-10-28,-0.06,0.992,100.0,3,Low
202605,24,11.6,11.3,541000,529000,2,2,0,2028-11-03,-0.25,0.979,100.0,9,Low
202606,24,14.6,13.9,682000,649000,3,3,0,2028-11-16,-0.72,0.951,100.0,22,Low
202607,24,17.7,17.6,828000,821000,4,4,0,2028-10-28,-0.15,0.992,100.0,3,Low
202608,24,20.8,19.9,974000,931000,4,4,0,2028-11-13,-0.91,0.956,100.0,19,Low
